parent_sku,format,qty_available,highest_bid,least_listing_price,last_bbx_transaction,market_price,has_already_bidded,name,product_url,family_type,maturity,colour,country,region,subregion,grape_varieties,vintage,sweetness,producer,sku,alcohol_percentage,case_size,bottle_volume,bottle_order_unit,bbx_listing_id,bbx_listing_date
20098004817,06-01500,89,1335.0,1540,0,1320.0,False,"2009 Château Lynch-Bages, Pauillac, Bordeaux",/products-20098004817-2009-chateau-lynch-bages-pauillac-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot', 'Cabernet Franc']",2009,Dry,Château Lynch-Bages,2009-06-00750-00-8004817,['13.5'],6,75 cl,Bottle,37470,2025-06-28
20098004817,12-00375,4,650.0,1040,0,660.0,False,"2009 Château Lynch-Bages, Pauillac, Bordeaux",/products-20098004817-2009-chateau-lynch-bages-pauillac-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot', 'Cabernet Franc']",2009,Dry,Château Lynch-Bages,2009-06-00750-00-8004817,['13.5'],6,75 cl,Bottle,37470,2025-06-28
20098004817,12-00750,546,1210.0,1325,1210,1320.0,False,"2009 Château Lynch-Bages, Pauillac, Bordeaux",/products-20098004817-2009-chateau-lynch-bages-pauillac-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot', 'Cabernet Franc']",2009,Dry,Château Lynch-Bages,2009-06-00750-00-8004817,['13.5'],6,75 cl,Bottle,37470,2025-06-28
20098004817,24-00375,1,936.0,0,0,1320.0,False,"2009 Château Lynch-Bages, Pauillac, Bordeaux",/products-20098004817-2009-chateau-lynch-bages-pauillac-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot', 'Cabernet Franc']",2009,Dry,Château Lynch-Bages,2009-06-00750-00-8004817,['13.5'],6,75 cl,Bottle,37470,2025-06-28
20098014320,01-06000,7,178.0,220,0,243.33,False,"2009 Château Moulin Riche, St Julien, Bordeaux",/products-20098014320-2009-chateau-moulin-riche-st-julien-bordeaux,Wines,Ready - mature,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']",2009,Dry,Château Léoville Poyferré,2009-01-06000-00-8014320,['14'],1,600 cl,Imperial,37473,2025-06-28
20098014320,03-03000,1,231.0,0,0,365.0,False,"2009 Château Moulin Riche, St Julien, Bordeaux",/products-20098014320-2009-chateau-moulin-riche-st-julien-bordeaux,Wines,Ready - mature,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']",2009,Dry,Château Léoville Poyferré,2009-01-06000-00-8014320,['14'],1,600 cl,Imperial,37473,2025-06-28
20098014320,06-01500,10,231.0,425,0,365.0,False,"2009 Château Moulin Riche, St Julien, Bordeaux",/products-20098014320-2009-chateau-moulin-riche-st-julien-bordeaux,Wines,Ready - mature,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']",2009,Dry,Château Léoville Poyferré,2009-01-06000-00-8014320,['14'],1,600 cl,Imperial,37473,2025-06-28
20098014320,12-00750,63,0.0,335,305,365.0,False,"2009 Château Moulin Riche, St Julien, Bordeaux",/products-20098014320-2009-chateau-moulin-riche-st-julien-bordeaux,Wines,Ready - mature,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']",2009,Dry,Château Léoville Poyferré,2009-01-06000-00-8014320,['14'],1,600 cl,Imperial,37473,2025-06-28
20118004817,01-06000,12,510.0,660,610,593.33,False,"2011 Château Lynch-Bages, Pauillac, Bordeaux",/products-20118004817-2011-chateau-lynch-bages-pauillac-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Cabernet Franc', 'Petit Verdot', 'Merlot']",2011,Dry,Château Lynch-Bages,2011-03-01500-00-8004817,['13'],3,150 cl,Magnum,37474,2025-06-28
20118004817,03-01500,105,410.0,430,0,445.0,False,"2011 Château Lynch-Bages, Pauillac, Bordeaux",/products-20118004817-2011-chateau-lynch-bages-pauillac-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Cabernet Franc', 'Petit Verdot', 'Merlot']",2011,Dry,Château Lynch-Bages,2011-03-01500-00-8004817,['13'],3,150 cl,Magnum,37474,2025-06-28
