parent_sku,format,qty_available,highest_bid,least_listing_price,last_bbx_transaction,market_price,has_already_bidded,name,product_url,family_type,maturity,colour,country,region,subregion,grape_varieties,vintage,sweetness,producer,sku,alcohol_percentage,case_size,bottle_volume,bottle_order_unit,bbx_listing_id,bbx_listing_date,potential_profit,case_format_pretty,adjusted_profit
20148034030,06-00750,34,0,153,180,180.0,False,"2014 Résonance, Résonance Vineyard Pinot Noir, Yamhill-Carlton, Oregon, USA",/products-20148034030-2014-resonance-resonance-vineyard-pinot-noir-yamhill-carlton-oregon-usa,Wines,Ready - mature,Red,USA,Oregon,Willamette Valley,['Pinot Noir'],2014,Dry,Resonance Vineyard,2014-06-00750-00-8034030,['13.5'],6,75 cl,Bottle,37414,2025-06-28,9.0,6 x 75 cl,9.0
